O/C,Status,Trade iD,Trade_Type,Trade_Date,Expected_Delivery,Up_Exp_Date,Delivery_Date,SELLER,FINAL_BUYER,WEIGHT,QUANTITY,BUY UNIT PRICE,SELL UNIT PRICE,BUY AMOUNT,SELL AMOUNT
close,Pending Receivable,f.2022.123,Broker,2/16/2022,3/31/2023,6/30/2023,6/22/2023,Enens,Gaz de Bordeaux,100.00%,500,5950,6000,2975000,3000000
open,Pending Delivery,f.2022.132,Broker,3/1/2022,12/31/2024,1/15/2025,Not Delivered,Loris ENR,Enens,100.00%,500,6310,6310,3155000,3155000
open,Pending Delivery,f.2022.136,Broker,3/1/2022,6/30/2023,1/15/2025,Not Delivered,Ace Energie,Enens,50.00%,500,5900,5940,2950000,2970000
close,COMPLETED,f.2022.152,Trade,3/16/2022,6/30/2023,12/31/2023,12/27/2023,Idex Energies,Bolloré Energy,50.00%,297,6100,6150,1811700,1826550
close,COMPLETED,f.2022.152,Trade,3/16/2022,6/30/2023,12/31/2023,12/27/2023,Idex Energies,Bolloré Energy,50.00%,53,6100,6150,323300,325950
close,COMPLETED,f.2022.156,Trade,9/20/2022,12/20/2022,12/20/2022,12/27/2022,Enens,Economie d'Energie,33.33%,250,5700,5790,1425000,1447500
close,Pending Receivable,f.2022.179,Broker,4/11/2022,12/31/2023,12/31/2023,12/4/2023,Premium Energy,Seolis,50.00%,200,6200,6230,1240000,1246000
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,0.93,6200,7990,5766,7430.7
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,0.465,6200,7990,2883,3715.35
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,1.683,6200,7990,10434.6,13447.17
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/3/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,3.7245,5800,7990,21602.1,29758.755
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/10/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,13.7604,5800,7990,79810.32,109945.596
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/14/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,15.579,5800,7990,90358.2,124476.21
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/4/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,251.5278,7100,7990,1785847.38,2009707.122
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/23/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,1.1532,6500,7990,7495.8,9214.068
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/5/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,0.2418,6500,7990,1571.7,1931.982
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/10/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,0.096,6500,7990,624,767.04
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/10/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,1.5903,6500,7990,10336.95,12706.497
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/24/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,0.1767,6500,7990,1148.55,1411.833
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/18/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,3.7665,6800,7990,25612.2,30094.335
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/6/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,10.8903,6000,7990,65341.8,87013.497
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/6/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,0.9765,6000,7990,5859,7802.235
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,5.6079,6000,7990,33647.4,44807.121
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/23/2024,IDF FERMETURES,Economie d'Energie - EDE 3,50.00%,0.7692,6500.26,7990,4999.999992,6145.908
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/8/2024,LEVBAT,Economie d'Energie - EDE 3,50.00%,5.159,6900,7990,35597.1,41220.41
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/1/2024,LOTUS HABITAT,Economie d'Energie - EDE 3,50.00%,0.0094,6500,7990,61.1,75.106
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/1/2024,LOTUS HABITAT,Economie d'Energie - EDE 3,50.00%,0.0215,6500,7990,139.75,171.785
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/2/2024,LOTUS HABITAT,Economie d'Energie - EDE 3,50.00%,0.0353,6500,7990,229.45,282.047
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/16/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,8.19312,5750,7990,47110.44,65463.0288
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/28/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,4.03536,6700,7990,27036.912,32242.5264
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/16/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,0.7488,6863.14,7990,5139.119232,5982.912
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/8/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,0.0688,6900,7990,474.72,549.712
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/16/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,28.1745,6900,7990,194404.05,225114.255
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/28/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,1.2096,6912.2,7990,8360.99712,9664.704
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/16/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,0.8729,6945.82,7990,6063.006278,6974.471
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/28/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,2.9196,8040,7990,23473.584,23327.604
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/28/2024,RENOVABAT,Economie d'Energie - EDE 3,50.00%,0.7164,8040.01,7990,5759.863164,5724.036
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/29/2024,ECO UNIVERS,Economie d'Energie - EDE 3,50.00%,0.0156,6500,7990,101.4,124.644
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/23/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,4.3078,6500,7990,28000.7,34419.322
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,6500,7990,4000.1,4917.046
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/23/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.0241,6000,7990,144.6,192.559
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.0353,6000,7990,211.8,282.047
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,6499.84,7990,4000.001536,4917.046
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,6500,7990,4000.1,4917.046
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/31/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,6500,7990,4000.1,4917.046
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.3846,6500.26,7990,2499.999996,3072.954
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/2/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,1.0974,5800,7990,6364.92,8768.226
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/10/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,0.558,5800,7990,3236.4,4458.42
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/22/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,0.1395,5800,7990,809.1,1114.605
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/3/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,0.744,5800,7990,4315.2,5944.56
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/7/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,0.4464,5800,7990,2589.12,3566.736
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/14/2024,GREFFEN,Economie d'Energie - EDE 3,50.00%,5.2545,5800,7990,30476.1,41983.455
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,12/15/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.3534,5600,7990,1979.04,2823.666
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,2/14/2024,S2EE,Economie d'Energie - EDE 3,50.00%,4.0269,5600,7990,22550.64,32174.931
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/31/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.6975,5600,7990,3906,5573.025
close,Pending Payable,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/11/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.093,5600,7990,520.8,743.07
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/27/2024,S2EE,Economie d'Energie - EDE 3,50.00%,8.928,5900,7990,52675.2,71334.72
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/31/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.1395,5900,7990,823.05,1114.605
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,2/22/2024,S2EE,Economie d'Energie - EDE 3,50.00%,1.395,5600,7990,7812,11146.05
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/11/2024,S2EE,Economie d'Energie - EDE 3,50.00%,1.86,5600,7990,10416,14861.4
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/28/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.1395,5600,7990,781.2,1114.605
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,11/8/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.0651,5900,7990,384.09,520.149
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,12/15/2023,S2EE,Economie d'Energie - EDE 3,50.00%,18.4326,5900,7990,108752.34,147276.474
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/9/2024,S2EE,Economie d'Energie - EDE 3,50.00%,4.7616,5900,7990,28093.44,38045.184
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/17/2024,S2EE,Economie d'Energie - EDE 3,50.00%,8.5188,5900,7990,50260.92,68065.212
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/18/2024,S2EE,Economie d'Energie - EDE 3,50.00%,15.2334,5900,7990,89877.06,121714.866
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,2/14/2024,S2EE,Economie d'Energie - EDE 3,50.00%,3.8781,5900,7990,22880.79,30986.019
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,2/22/2024,S2EE,Economie d'Energie - EDE 3,50.00%,3.6642,5900,7990,21618.78,29276.958
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,2/27/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.2883,5900,7990,1700.97,2303.517
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/13/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.3906,5900,7990,2304.54,3120.894
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,3/27/2024,S2EE,Economie d'Energie - EDE 3,50.00%,6.696,5900,7990,39506.4,53501.04
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/18/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.1209,5900,7990,713.31,965.991
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,1/31/2024,S2EE,Economie d'Energie - EDE 3,50.00%,19.7067,5900,7990,116269.53,157456.533
close,Pending Payable,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/11/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.1302,5900,7990,768.18,1040.298
close,Pending Payable,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/11/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.0744,5900,7990,438.96,594.456
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/16/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.5673,5600,7990,3176.88,4532.727
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/3/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.744,5600,7990,4166.4,5944.56
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/3/2023,S2EE,Economie d'Energie - EDE 3,50.00%,2.139,5600,7990,11978.4,17090.61
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,7/28/2023,S2EE,Economie d'Energie - EDE 3,50.00%,0.3906,5600,7990,2187.36,3120.894
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/14/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.1674,5600,7990,937.44,1337.526
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/1/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.7161,5600,7990,4010.16,5721.639
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/2/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.5394,5900,7990,3182.46,4309.806
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/14/2024,S2EE,Economie d'Energie - EDE 3,50.00%,3.1434,5900,7990,18546.06,25115.766
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/1/2024,S2EE,Economie d'Energie - EDE 3,50.00%,5.3196,5900,7990,31385.64,42503.604
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/5/2024,S2EE,Economie d'Energie - EDE 3,50.00%,6.5007,5900,7990,38354.13,51940.593
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/1/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.465,6300,7990,2929.5,3715.35
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/12/2024,S2EE,Economie d'Energie - EDE 3,50.00%,2.232,5900,7990,13168.8,17833.68
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/24/2024,S2EE,Economie d'Energie - EDE 3,50.00%,4.9197,5900,7990,29026.23,39308.403
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/24/2024,S2EE,Economie d'Energie - EDE 3,50.00%,2.9295,5900,7990,17284.05,23406.705
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/24/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.3255,5900,7990,1920.45,2600.745
close,Pending Payable,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/24/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.9951,5900,7990,5871.09,7950.849
close,Pending Payable,f.2022.208,Trade,6/20/2024,3/31/2024,6/30/2024,6/24/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.6882,5900,7990,4060.38,5498.718
close,COMPLETED,f.2022.208,Trade,6/20/2024,3/31/2024,6/30/2024,6/12/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.5394,6100,7990,3290.34,4309.806
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/12/2024,S2EE,Economie d'Energie - EDE 3,50.00%,0.0744,6300,7990,468.72,594.456
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,10/1/2023,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.226,6300,7990,1423.8,1805.74
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/18/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.7626,6300,7990,4804.38,6093.174
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,4/25/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,1.1253,6300,7990,7089.39,8991.147
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/2/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,7.0494,6300,7990,44411.22,56324.706
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/13/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,3.9153,6300,7990,24666.39,31283.247
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/16/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,3.9525,6300,7990,24900.75,31580.475
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,5/23/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,7.1052,6300,7990,44762.76,56770.548
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/1/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.186,6300,7990,1171.8,1486.14
close,COMPLETED,f.2022.208,Trade,6/24/2024,9/25/2024,9/25/2024,4/11/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.15311,6300,7990,964.593,1223.3489
close,COMPLETED,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,5/16/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.12054,6300,7990,759.402,963.1146
close,COMPLETED,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,5/23/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.5334,6300,7990,3360.42,4261.866
close,COMPLETED,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/1/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,7.7655,6300,7990,48922.65,62046.345
close,COMPLETED,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/13/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,3.0411,6300,7990,19158.93,24298.389
close,COMPLETED,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/24/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.4575,6300,7990,2882.25,3655.425
close,Pending Payable,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/24/2024,SAFE ECO,Economie d'Energie - EDE 3,50.00%,0.0372,6300,7990,234.36,297.228
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,12/27/2023,SAS ISO D'OC,Economie d'Energie - EDE 3,50.00%,0.2184,5300,7990,1157.52,1745.016
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,0.93,500,0,465,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,0.465,500,0,232.5,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/21/2024,ACD ENERGIE,Economie d'Energie - EDE 3,50.00%,1.683,500,0,841.5,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,4/4/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,251.5278,89.99999205,0,22637.5,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/10/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,1.5903,89.99559831,0,143.12,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/18/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,3.7665,90.00132749,0,338.99,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/5/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,0.2418,89.9917287,0,21.76,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/23/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,1.1532,90.0017343,0,103.79,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/24/2024,CARBONE GROUP,Economie d'Energie - EDE 3,50.00%,0.1767,89.98302207,0,15.9,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/6/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,10.8903,800,0,8712.24,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/6/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,0.9765,800,0,781.2,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/27/2024,ECOTECH SOLUTIONS,Economie d'Energie - EDE 3,50.00%,5.6079,800,0,4486.32,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,4/23/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.0241,700,0,16.87,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,4/23/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,4.3078,200,0,861.56,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,1.6507,210.6924335,0,347.79,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/27/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,200,0,123.08,0
close,COMPLETED,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,5/31/2024,LABEL ENERGIE,Economie d'Energie - EDE 3,50.00%,0.6154,200,0,123.08,0
close,COMPLETED,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/1/2024,Neo Consult (ACD Energie),Economie d'Energie,50.00%,3.078,500,0,1539,0
close,Pending Payable,f.2022.208,Trade,6/20/2024,6/20/2024,6/20/2024,6/5/2024,LABEL ENERGIE (VALOREN - AXDIS),Economie d'Energie,100.00%,2.2902,205.2615492,0,470.09,0
close,Pending Payable,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/1/2024,EnergyWan (Carbone Group),Economie d'Energie,50.00%,1.1532,90,0,103.788,0
close,Pending Payable,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/1/2024,LABEL ENERGIE (VALOREN - AXDIS),Economie d'Energie,100.00%,4.3078,200,0,861.56,0
close,Pending Payable,f.2022.208,Trade,6/24/2024,12/30/2024,12/30/2024,6/1/2024,LABEL ENERGIE (VALOREN - AXDIS),Economie d'Energie,100.00%,0.6154,200,0,123.08,0
close,Pending Payable,f.2022.208,Trade,6/25/2024,9/25/2024,9/25/2024,6/17/2024,EnergyWan (Carbone Group),Economie d'Energie,50.00%,5.6295,90,0,506.655,0
close,Pending Payable & receivable,f.2022.208,Trade,6/27/2024,5/31/2024,5/31/2024,4/5/2024,Carbone Group (Energywan fees),Economie d'Energie,50.00%,260.43372,90,0,23439.0348,0
close,Pending Receivable,f.2022.213,Broker,5/3/2022,6/30/2023,6/30/2023,7/27/2023,Ace Energie,GEG,100.00%,100,5800,5890,580000,589000
close,Pending Payable,f.2022.221,Trade,5/20/2022,7/29/2022,7/29/2022,12/27/2022,Montpellier Métropole Méditerranée (anc. Commune de Semur),Teksial,100.00%,0.90288,5580,5760,5038.0704,5200.5888
close,Pending Receivable,f.2022.238,Broker,6/2/2022,12/30/2023,12/30/2023,12/27/2023,AlphaCEE,Ginouves K9 Energy,33.33%,300,5750,5775,1725000,1732500
close,COMPLETED,f.2022.239,Trade,6/10/2022,6/29/2022,6/29/2022,6/29/2022,Commune de Plancher-Bas,SCA Pétrole et Dérivés,100.00%,1.471749,5000,6930,7358.745,10199.22057
close,Pending Payable,f.2022.242,Trade,6/10/2022,6/30/2022,6/30/2022,8/22/2022,Montpellier Métropole Méditerranée,Teksial,50.00%,10.1933,5820,5870,59325.006,59834.671
close,Pending Payable,f.2022.243,Trade,6/10/2022,6/30/2022,6/30/2022,1/11/2023,Montpellier Métropole Méditerranée,Teksial,50.00%,8.90382,5820,6000,51820.2324,53422.92
open,Pending Delivery,f.2022.269,Broker,6/21/2022,3/31/2024,1/15/2025,Not Delivered,Demathieu Bard,Idex Energies,100.00%,45,5950,6150,267750,276750
close,COMPLETED,f.2022.272,Trade,6/24/2022,12/31/2023,3/31/2024,1/10/2024,Total Energies,UEM,50.00%,500,5990,6520,2995000,3260000
close,Pending Payable,f.2022.273,Trade,6/28/2022,6/29/2022,9/30/2022,4/21/2023,Vierzon,SCA Pétrole et Dérivés,100.00%,2.171536,5300,6930,11509.1408,15048.74448
close,COMPLETED,f.2022.277,Trade,6/29/2022,4/15/2023,4/15/2023,4/26/2023,Total Energies,Primagaz,100.00%,330,5980,5990,1973400,1976700
close,COMPLETED,f.2022.277,Trade,6/29/2022,7/15/2023,7/15/2023,7/4/2023,Total Energies,Primagaz,100.00%,340,5980,5990,2033200,2036600
close,COMPLETED,f.2022.277,Trade,6/29/2022,1/15/2023,1/15/2023,2/28/2023,Total Energies,Primagaz,100.00%,330,5980,5990,1973400,1976700
